"lemma"	"id"	"def"	"pl"
"moghībhūta"	"72407"	"become useless ; rendered vain"	"X"
"śvapaca"	"41257"	"a man or woman of a low and outcaste tribe (the son of a Caṇḍāla and a Brāhmaṇī) ; a dog-feeder ; dog-keeper"	"X"
"madhunihan"	"177092"	"name of Viṣṇu-Kṛṣṇa"	"X"
"virodhin"	"138228"	"opposing ; hindering ; preventing ; obstructing ; excluding ; disturbing ; obstructive ; besieging ; blockading ; dispelling ; removing"	"X"
"kumantrin"	"23835"	"a bad counsellor"	"X"
"avabodhay"	"159569"	"to remind of ; to cause to know ; to inform ; to explain ; to make one aware of"	"X"
"samarthana"	"29566"	"reflection ; deliberation ; reconciliation ; objection"	"X"
"anyatama"	"20495"	"any one of many ; either ; any"	"X"
"vasumatī"	"75403"	"the earth ; a country ; kingdom ; region ; the ground ; name of two kinds of metre ; name of various women ; [rel.] name of Devī"	"X"
"upasthāpay"	"160645"	"to cause to come near ; to bring near ; to procure ; to fetch"	"X"
"anivārya"	"10584"	"not to be warded off ; inavertible ; unavoidable ; irresistible"	"X"
"duṣpraṇīta"	"85956"	"badly led or conducted ; ill-managed"	"X"
"vimṛj"	"163527"	"to rub off or out ; to purify ; to cleanse ; to rub dry ; to rub on or in ; to anoint ; to smear with (instr.) ; to wipe off ; to rub ; to stroke ; to caress"	"X"
"brahmahatyā"	"149434"	"murder of a Brāhman (or any crime equally heinous)"	"X"
"kāmyaka"	"14032"	"name of a forest"	"X"
"apahan"	"158487"	"to beat off ; to ward off ; to repel ; to destroy"	"X"
"yaśodhana"	"74195"	"name of a king ; name of the author of the Dhanaṃjayavijaya ; name of a teacher"	"X"
"yāma"	"74330"	"motion ; course ; going ; progress ; a road ; way ; path ; a carriage ; chariot ; a night-watch ; period or watch of 3 hours ; the 8th part of a day"	"X"
"samājan"	"212727"	"to happen ; to begin"	"X"
"svapnāy"	"211079"	"to dream"	"X"
"saṃmarday"	"171725"	""	"X"
"vinidra"	"47389"	"sleepless ; awake ; occurring in the waking condition ; passed sleeplessly ; expanded ; blown ; opened (as the eyes)"	"X"
"viram"	"163544"	"to stop (esp. speaking) ; to pause ; to cease ; to come to an end ; to give up ; to abandon ; to abstain or desist from (abl.)"	"X"
"akrūra"	"5364"	"not cruel ; gentle"	"X"
"viśrāma"	"139251"	"rest ; repose ; relaxation ; calm ; tranquillity ; deep breathing (after exertion) ; resting-place ; cessation ; abatement ; a pause ; caesura ; a house ; name of various men ; name of an author"	"X"
"samavākṣip"	"212728"	""	"X"
"niḥśvāsa"	"169681"	"breath ; sigh"	"X"
"ālambin"	"62279"	"hanging from ; resting or leaning upon ; depending on or from ; laying hold of ; supporting ; maintaining ; wearing"	"X"
"avāca"	"212725"	"silent"	"X"
"vinyas"	"163435"	"to put or place down in different places ; to spread out ; to distribute ; to arrange ; to put down ; to deposit ; to place or lay on ; to fix in ; to turn or direct towards ; to apply to ; to mark or designate by (instr.) ; to entrust or make over to"	"X"
"kuca"	"24030"	"the female breast ; teat"	"X"
"lag"	"159184"	"to stick ; to cling or attach one's self to ; to adhere ; to take effect upon ; to meet ; to pass away (as time)"	"X"
"kāminī"	"14008"	"a timid woman ; a woman in general ; a form of Devī ; the plant Vanda Roxburghii ; the plant Curcuma aromatica ; a spirituous liquor ; a loving or affectionate woman"	"X"
"kumudanātha"	"24582"	"the moon"	"X"
"gaṇḍa"	"129364"	"the cheek ; whole side of the face including the temple ; the side ; a bubble ; boil ; pimple ; a goitre or any other excrescence of the neck ; a joint ; bone ; the bladder ; a mark ; spot ; part of a horse's trappings ; stud or button fixed as an ornament upon the harness ; a rhinoceros ; a hero ; best ; excellent (only in comp) ; name of the 10th astrological Yoga ; an astronomical period ; [alchemy] (ein Fehler in einem Stoff?)"	"X"
"utsāray"	"160159"	"to cause to come out ; to challenge ; to send away ; to expel ; to leave off"	"X"
"aprakhya"	"212726"	"not shining"	"X"
"pratiprakāś"	"212729"	"to reilluminate"	"X"
"divābhūta"	"146924"	"turned into day ; become bright (night)"	"X"
"naktaṃcara"	"43522"	"any night-animal or creature ; nocturnal demon ; the bdellium tree ; a Rakṣas"	"X"
"pariviśram"	"200006"	"to be exhausted ; to rest"	"X"
"parihā"	"162244"	"to leave ; to abandon ; to quit ; to omit ; to neglect ; to disregard ; to be avoided or omitted ; to be destitute or deprived of ; to desist or be excluded from (abl.) ; to be wanting or deficient ; to be inferior to (abl. or instr.) ; to wane ; to fail ; to decrease ; to pass away"	"X"
"anastra"	"212730"	"not a weapon"	"X"
"garvita"	"129736"	"haughty ; conceited ; proud of"	"X"
"dvaidhīkṛ"	"212731"	"to separate"	"X"
"vittapati"	"121368"	"name of Viṣṇu"	"X"
"śaṅkin"	"115075"	"afraid of. fearing (comp.) ; timid ; suspicious ; distrustful as ; assuming ; supposing ; suspecting ; imagining ; full of apprehension or danger"	"X"
"devitṛ"	"87150"	"gambler"	"X"
"puraḥsara"	"144550"	"a forerunner ; precursor ; harbinger ; attendant ; connected with"	"X"
"tāmrīkṛ"	"212732"	""	"X"
"kṣatriyā"	"135380"	"a woman of the military or second caste ; name of Durgā"	"X"
"asaṃbhāvita"	"60863"	"impossible ; unworthy of (gen.)"	"X"
"abhyavasṛ"	"159279"	"to retire from (abl.) towards (acc.)"	"X"
"ekānta"	"39519"	"a lonely or retired or secret place ; a single part ; part ; portion ; the only end or aim ; exclusiveness ; absoluteness ; necessity ; devotion to one object ; worship of one Being ; monotheistic doctrine ; a Jaina measure of time (?)"	"X"
"pratipiṣ"	"162533"	"to rub one thing against another ; to rub together ; to bruise ; to grind"	"X"
"daṃś"	"159407"	"to show ; to bite"	"X"
"kṣātra"	"135385"	"the dignity of a ruler or governor"	"X"
"parihāpay"	"170632"	"to rob ; to deprive of"	"X"
"samutpiñja"	"30254"	"complete confusion"	"X"
"divispṛś"	"171283"	"touching the sky"	"X"
"nejana"	"29016"	"washing ; cleansing ; washing place"	"X"
"nij"	"159271"	"to wash ; to cleanse ; to nourish ; to purify"	"X"
"nilayana"	"27988"	"settling down ; alighting in or on ; hiding-place"	"X"
"praseka"	"155710"	"flowing forth ; dropping ; oozing ; effusion ; emission ; discharge ; sprinkling ; wetting ; exudation ; resin ; running or watering of the mouth or nose ; vomiting ; nausea ; the bowl of a spoon or ladle"	"X"
"dehabheda"	"89799"	"death"	"X"
"paraśu"	"18669"	"a hatchet ; axe ; the axe of a woodcutter ; a thunderbolt ; name of a king"	"X"
"amanuṣya"	"31631"	"no man ; any other being but a man ; a demon"	"X"
"urasya"	"37927"	"pectoral ; belonging to or coming from the chest ; requiring (exertion of) the chest ; produced from one's self ; belonging to one's self (as a child)"	"X"
"praticikīrṣ"	"198563"	"to wish to retaliate"	"X"
"asaṃgṛhīta"	"176565"	""	"X"
"saṃghaṭṭay"	"164889"	"to cause to rub against (instr.) ; to stir ; to strike against ; to touch ; to cause to sound by striking ; to bring together ; to collect ; to assemble ; to meet ; to encounter"	"X"
"abhinna"	"22325"	"uncut ; unbroken ; uninterrupted ; integer ; whole (as numbers) ; unchanged ; unaltered ; not different from (abl. or in comp.)"	"X"
"pratinipāta"	"137896"	"falling down ; alighting"	"X"
"ṛṣya"	"39004"	"the male of a species of antelope ; the painted or white-footed antelope ; name of a Ṛṣi ; name of a son of Devātithi"	"X"
"samākram"	"165178"	"to tread or step upon ; to assail ; to attack ; to overrun ; to press down ; to keep (a promise)"	"X"
"jigīṣā"	"88928"	"desire of obtaining ; desire of conquering or being victorious ; military ambition ; eminence ; profession or habit of life"	"X"
"vijigīṣā"	"48228"	"desire to conquer or overcome or subdue (acc)"	"X"
"jvālay"	"159504"	"to set on fire ; to illuminate"	"X"
"dvidhākṛ"	"166346"	"to divide ; to separate ; to bring in a dilemma"	"X"
"kṣepay"	"159446"	"to cause to cast or throw into ; to throw into ; to pass or while away"	"X"
"antarikṣacara"	"11902"	"a bird"	"X"
"vastaka"	"212739"	"a kind of arrow (?)"	"X"
"kapiśa"	"1924"	"brown or reddish colour ; incense ; sun ; name of Śiva"	"X"
"gavāsthi"	"212741"	"a kind of arrow (?)"	"X"
"gajāsthika"	"212740"	"a kind of arrow (?)"	"X"
"ṛju"	"38884"	"upright ; honest ; sincere"	"X"
"īps"	"199462"	"to desire"	"X"
"aurasa"	"291"	"belonging to or being in the breast ; produced from the breast ; innate ; own ; produced by one's self"	"X"
"tathāvādin"	"96009"	"telling the exact truth ; professing to be so"	"X"
"duratikrama"	"85288"	"hard or difficult to be overcome ; insurmountable ; inevitable"	"X"
"lipsā"	"80920"	"the desire to gain ; wish to acquire or obtain ; longing for"	"X"
"evaṃvṛtta"	"39766"	"acting or behaving in such a manner ; of such a kind"	"X"
"caturdhā"	"164213"	"in 4 parts ; fourfold"	"X"
"apānud"	"158506"	"to remove ; to repel ; to repudiate"	"X"
"apāya"	"21493"	"going away ; departure ; destruction ; death ; annihilation ; injury ; loss ; misfortune ; evil ; calamity ; diminution"	"X"
"rukmavāhana"	"71438"	"name of Droṇa"	"X"
"saikata"	"99873"	"a sandbank ; sandy shore or soil ; any bank or shore ; [alchemy] a kind of kāsīsa; = vālukākāsīsa ; [alchemy] name of a poison ; [min.] = darada ; [alchemy] = saikatayantra =(?) vālukāyantra"	"X"
"arāti"	"32649"	"an enemy ; (in arithm.) the number six (there being six sins or internal enemies) ; a niggard"	"X"
"havyavāha"	"109401"	"Agni ; fire"	"X"
"jamadagni"	"87741"	"name of a Ṛṣi (descendant of Bhṛgu)"	"X"
"pṛśni"	"150067"	"name of a prince (the father of Śvaphalka)"	"X"
"vālakhilya"	"46826"	"name of a collection of 11 hymns of the Ṛgveda ; name of a class of ṛṣis of the size of a thumb ; a kind of Vānaprastha"	"X"
"marīcipa"	"36952"	"rays of light ; name of a mythical race of Ṛṣis"	"X"
"krūratara"	"199618"	"quite brutal"	"X"
"paripṛ"	"162072"	"to fill (intrans.) ; to become completely full"	"X"
"niṣpāṇḍava"	"34623"	"freed from the Pāṇḍavas"	"X"
"indravarman"	"63578"	"name of a warrior"	"X"
"samupakram"	"165350"	"to go up to ; to approach ; to begin ; to commence to (inf.)"	"X"
"atathya"	"6793"	"untrue ; unreal ; not really so"	"X"
"ajara"	"6515"	"not subject to old age ; undecaying ; ever young"	"X"
"utsraṣṭu"	"220664"	"throwing up"	"X"
"āṅgirasa"	"62194"	"descended from or belonging to the Aṅgirases"	"X"
"javana"	"88417"	"a fleet horse ; a kind of deer ; name of one of Skanda's attendants ; a horse"	"X"
"jaladāgama"	"175033"	"beginning of the rainy season"	"X"
"praṇāśay"	"162419"	"to allow to be lost i.e. leave unrewarded ; to cause to disappear ; to kill"	"X"
"pāli"	"94445"	"the tip or lobe of the ear ; the outer ear ; a boundary ; limit ; margin ; edge ; a row ; line ; range ; a dam ; dike ; bridge ; a pot ; boiler ; a particular measure of capacity ; prescribed food ; maintenance of a scholar during the period of his studies by his teacher ; the lap ; bosom ; a circumference ; a mark ; spot ; a louse ; a woman with a beard  ; = prabedha"	"X"
"kapota"	"1946"	"dove ; pigeon ; the spottynecked pigeon (in the Vedas often a bird of evil omen) ; bird in general ; frieze ; cornice ; particular position of the hands ; grey colour of a pigeon ; grey ore of antimony ; [alchemy] an apparatus (puṭa) for roasting, digesting or subliming metals, minerals or drugs ; [min.] = sauvīrāñjana"	"X"
"parimuc"	"162114"	"to unloose ; to set free ; to liberate ; to deliver from (abl.) ; to let go ; to give up ; to part with (acc.) ; to discharge ; to emit ; to loosen or free one's self ; to get rid of (abl) ; to be liberated or emancipated (from the ties of the world)"	"X"
"hiraṇyakaśipu"	"110201"	"a golden cushion or seat or clothing ; name of a Daitya king noted for impiety; father of Prahlāda"	"X"
"parivṛtta"	"19590"	"rolling ; wallowing ; an embrace"	"X"
"nivṛtta"	"28083"	"return"	"X"
"ānanday"	"159801"	"to gladden"	"X"
"upakrīḍ"	"160354"	"to play or dance around"	"X"
"aviṣaṇṇa"	"200869"	"not despaired"	"X"
"durvāraṇa"	"212746"	""	"X"
"vivārayiṣu"	"138312"	"wishing to keep back or ward off (an army)"	"X"
"āśā"	"62624"	"space ; region ; quarter of the heavens"	"X"
"āśliṣ"	"159990"	"to adhere or cling to ; to embrace"	"X"
"asaṃtuṣṭa"	"60763"	"discontented ; displeased"	"X"
"jyāyastara"	"212747"	"more important"	"X"
"vyapatrap"	"164551"	"to turn away through shame ; to become shy or timid"	"X"
"hātu"	"109749"	"death ; a road ; leaving"	"X"
"abhyutsṛj"	"159342"	"to throw (as an arrow) towards (dat.)"	"X"
"durākrama"	"85348"	"difficult to be ascended or approached"	"X"
"dhikkṛta"	"42635"	"reproached ; mocked ; derided"	"X"
"vikṛt"	"163251"	"to cut into or through ; to divide by cutting ; to tear or rend asunder"	"X"
"anukrośa"	"10731"	"tenderness ; compassion"	"X"
"pārthiva"	"94242"	"fit for kings or princes ; royal ; princely ; earthen ; earthy ; earthly ; terrestrial"	"X"
"rajasvalā"	"66007"	"a menstruating or marriageable woman"	"X"
"daityā"	"89846"	"name of plants ; spirituous liquor"	"X"
"amarṣaṇīya"	"212748"	"intolerable"	"X"
"trastatara"	"212749"	"more frightened"	"X"
"ekatra"	"39595"	"in one ; in one and the same ; in one place ; in the same place ; in a single spot (with the force of the locative) ; on the one side"	"X"
"samākruś"	"173022"	"to shout at"	"X"
"kṛtakṣaṇa"	"3474"	"one who waits for the right moment ; one who waits impatiently for a person or thing"	"X"
"sāhasra"	"113483"	"an aggregate of a thousand or of many thousand"	"X"
"nārāyaṇa"	"33636"	"relating or belonging to Nārāyaṇa or Kṛṣṇa"	"X"
"dharmiṣṭha"	"92353"	"(superl.) very virtuous or righteous ; completely lawful or legal"	"X"
"guṇavattara"	"170049"	""	"X"
"anuman"	"157956"	"to approve ; to assent to ; to permit ; to grant"	"X"
"jihīrṣu"	"89101"	"desirous of removing"	"X"
"apamṛj"	"158426"	"to wipe off ; to remove"	"X"
"dhvajavat"	"43330"	"decorated with banners (town) ; bearing a mark or sign (esp. that of criminal)"	"X"
"vaidharmika"	"118273"	"unlawful"	"X"
"paribhava"	"19335"	"insult ; injury ; humiliation ; contempt ; disgrace"	"X"
"ādharmika"	"58155"	"unjust ; unrighteous"	"X"
"mithyāvādin"	"165655"	"l￼gnerisch ; L￼gner"	"X"
"saṃnyāsay"	"212750"	"to make some lay something down"	"X"
"nirbandhu"	"34337"	"without relations or friends"	"X"
"amṛṣyat"	"174422"	"not forgiving"	"X"
"mayūkha"	"36833"	"a kind of peg (esp. for hanging woven cloth or skins upon) ; the pin or gnomon of a sun-dial ; a ray of light ; flame ; brightness ; lustre ; a particular Agni ; name of a work"	"X"
"prayoktṛ"	"202000"	"using ; employing"	"X"
"kṛśāśva"	"4015"	"name of a man; son-in-law of Dakṣa"	"X"
"kalya"	"12767"	"healthy ; free from sickness ; hale ; vigorous ; sound ; perfect ; strong ; clever ; dexterous ; ready or prepared for ; agreeable ; auspicious (as speech) ; instructive ; admonitory ; deaf and dumb"	"X"
"drava"	"166710"	"going ; flight ; distilling ; fluidity ; juice ; essence ; decoction ; stream of ; the flying out against one's superior ; name of one of the viśve devāḥ ; (medic.) a kind of sveda ; buttermilk (Takra) ; [alchemy] ; urine"	"X"
"visarjana"	"141119"	"cessation ; end ; relaxation (of the voice) ; evacuation ; abandoning ; deserting ; giving up ; discharge ; emission ; sending forth ; dismissal ; driving out (cows to pasture) ; throwing (the image of a deity into holy water) ; setting (a bull) at liberty (on particular occasions) ; giving ; bestowing ; hurting ; casting ; shooting ; creating ; product ; creation ; answering a question"	"X"
"prayācana"	"154565"	"asking ; begging ; imploring"	"X"
"praśamana"	"155655"	"the act of tranquillizing ; securing ; keeping safe (of what has been acquired) ; others ; killing ; slaughter ; name of a weapon"	"X"
"śacīpati"	"116409"	"a lord of might or help (applied to Indra and the Aśvins) ; name of Indra"	"X"
"jālmaka"	"88916"	"despised (a man)"	"X"
"ḍiṇḍima"	"95725"	"a kind of drum ; great noise ; murmuring ; clamour ; a kind of bird"	"X"
"saṃnimantray"	"164985"	"to invite"	"X"
"upaspṛś"	"160649"	"to touch above ; to reach up to ; to touch ; to touch softly ; to caress ; to wash ; to bathe (as a religious ceremony) ; to sip water (from the palm of the hand) ; to touch certain parts of one's body (acc.) with water (instr.)"	"X"
"kaluṣa"	"12671"	"turbid ; foul ; muddy ; impure ; dirty (lit. and fig.) ; hoarse (as the voice) ; unable ; not equal to"	"X"
"pārṣṇiyantṛ"	"94392"	"a charioteer who drives side-horse"	"X"
"lomakūpa"	"67142"	"a pore of the skin"	"X"
"deveśvara"	"87071"	"name of Śiva ; name of a pupil of Shankara ; name of another author ; name of Indra"	"X"
"sakala"	"8639"	"consisting of parts ; divisible ; material ; possessing all its component parts ; complete ; entire ; whole ; sound ; affected by the elements of the material world (with Śaivas applied to a soul which has not advanced beyond the lowest stage of progress) ; paying interest"	"X"
"upacar"	"160377"	"to go towards ; to approach ; to come near ; to wait upon ; to serve ; to attend ; to assist ; to bear a hand ; to approach ; to set about ; to undertake ; to perform ; to attend on (a patient) ; to physic (a person) ; to treat ; to tend ; to nurse ; to use figuratively or metaphorically ; to apply figuratively"	"X"
"atimātraśaḥ"	"203501"	"excessively"	"X"
"akṣīyamāṇa"	"205576"	"[alchemy]"	"X"
"apākṛṣ"	"158499"	"to turn off ; to remove"	"X"
"jugups"	"170070"	"to detest ; to abhor from"	"X"
"kṣitija"	"135451"	"a tree ; a kind of snail ; name of the planet Mars ; name of the demon Naraka"	"X"
"yājana"	"74418"	"sacrificing for others ; the act of performing a sacrifice for (gen. or comp.)"	"X"
"adhyāpana"	"9591"	"instruction ; lecturing"	"X"
"pratigraha"	"151877"	"receiving ; accepting ; acceptance of gifts (as the peculiar prerogative of Brāhmans) ; friendly reception ; favour ; grace ; taking a wife ; marrying ; receiving with the ear i.e. hearing ; a grasper ; seizer ; a chamber-vessel or any similar convenience for sick persons ; a spittoon ; a gift ; present (esp. a donation to a Brāhman at suitable periods) ; name of the objects or functions corresponding to the 8 Grahas ; the reserve of an army (a detachment posted with the general 400 yards in the rear of a line) ; the sun near the moon's node"	"X"
"brāhmaṇabruva"	"149533"	"a Brāhmaṇa only by name or a Brāhmaṇa who disgraces his caste"	"X"
"garja"	"130140"	"a (roaring) elephant ; the roaring (of elephants) ; rumbling (of clouds)"	"X"
"vidharmin"	"47368"	"transgressing the law (as speech) ; of a different kind"	"X"
"avadha"	"54197"	"the not striking or hurting ; absence of murder"	"X"
"niṣedha"	"28253"	"warding or keeping off ; hindering ; prevention ; prohibition ; contradiction ; negation ; denial ; discontinuance ; exception ; (with aṅgirasām etc.) name of Sāmans"	"X"
"ākruś"	"159718"	"to call to any one in an abusive manner ; to assail with angry and menacing words ; to scold at ; to curse ; to revile ; to calumniate ; to abuse"	"X"
"abhiniḥśvas"	"212758"	"to exhale ; to sigh"	"X"
"akalyāṇa"	"1821"	"not handsome ; inauspicious"	"X"
"yāpay"	"158429"	"to cause to depart ; to dismiss ; to cause to go ; to direct (the gaze) towards ; to drive away ; to remove ; to cure (a disease) ; to cause to elapse ; to spend (time) ; to live ; to cause to subsist ; to support ; to maintain ; to induce ; to alleviate (a disease)"	"X"
"samācāra"	"29722"	"procedure ; practice ; conduct ; behaviour in (comp.) ; custom ; usage ; usual way or method ; the customary presentation of ; \"doings\" ; news ; report ; information ; tradition"	"X"
"pāpatara"	"93793"	"worse ; more or very wicked"	"X"
"cāṇḍāla"	"50863"	"the worst among (in comp)"	"X"
"āvāsa"	"62429"	"abode ; residence ; dwelling ; house"	"X"
"adhara"	"7787"	"lower ; inferior ; tending downwards ; low ; vile ; worsted ; silenced"	"X"
"maurkhya"	"72668"	"stupidity ; folly ; fatuity"	"X"
"mūrkha"	"137454"	"stupid ; foolish ; dull ; inexperienced"	"X"
"ceṣṭita"	"206652"	"activity ; behaviour"	"X"
"bāliśa"	"148831"	"a fool ; simpleton ; blockhead"	"X"
"durjñeya"	"85511"	"difficult to be understood or found out"	"X"
"ākampay"	"175920"	"to agitate ; to shake"	"X"
"samudrāntā"	"30356"	"the earth ; the shrub Alhagi Maurorum ; the cotton plant ; Trigonella Corniculata"	"X"
"kṣamay"	"198924"	"to tolerate ; to pacify"	"X"
"dharādhara"	"91935"	"name of Viṣṇu ; mountain ; name of Kṛṣṇa"	"X"
"kimpuruṣa"	"23415"	"a mongrel being ; name of one of the nine sons of Āgnīdhra having the Varsha Kimpuruṣa as his hereditary portion ; a division of the earth (one of the nine Khaṇḍas or portions into which the earth is divided)"	"X"
"parāvartay"	"161625"	"to cause to return ; to turn round (trans.)"	"X"
"śiloccaya"	"131966"	"a mountain ; a high mountain"	"X"
"bhāsvant"	"50045"	"the sun ; light ; brightness ; a hero ; [min.] copper"	"X"
"asalila"	"206356"	"waterless ; dried-up"	"X"
"abhipālay"	"175822"	"to guard ; to protect"	"X"
"vibrū"	"163502"	"to speak out ; to express one's self ; to depose ; to declare ; to explain ; to propound ; to teach ; to interpret ; to decide (a law) ; to answer (a question) ; to make a false statement ; to be at variance ; to disagree ; to dispute ; to state"	"X"
"praśna"	"154943"	"a question ; demand ; interrogation ; query ; inquiry after ; judicial inquiry or examination ; astrological inquiry into the future ; a subject of inquiry ; point at issue ; controversy ; problem ; a task or lesson (in Vedic recitation) ; a short section or paragraph (in books)"	"X"
"eṣay"	"160488"	"[medic.] to probe"	"X"
"śaiśira"	"127777"	"name of a mountain ; name of a dark kind of Cātaka bird ; name of a teacher and founder of a supposed Śākhā of the Ṛgveda ; = śiśira"	"X"
"pratidvaṃdva"	"151775"	"an adversary ; rival ; foe"	"X"
"udāsa"	"56473"	"indifference ; apathy ; stoicism"	"X"
"pratisamas"	"162690"	"to put back again to its place"	"X"
"niṣpratidvaṃdva"	"34652"	"having no adversary or match ; unopposed ; unequalled ; [Krankheit] unbehandelt"	"X"
"prayoga"	"154572"	"joining together ; connection ; position ; addition (of a word) ; hurling ; casting (of missiles) ; offering ; presenting ; undertaking ; beginning ; commencement ; a design ; contrivance ; device ; plan ; application ; employment (esp. of drugs or magic) ; name of a Ṛṣi ; name of a Rākṣasa ; [alchemy] a kind of plant (?)"	"X"
"apākram"	"208333"	"to run away"	"X"
"vyuparama"	"115302"	"pause ; cessation ; interruption ; end ; close (of day)"	"X"
"prayoktṛ"	"155484"	"a hurler ; shooter (of missiles) ; an executor ; agent (of an action) ; an undertaker (of a sacrifice) ; a procurer ; an employer ; an actor ; mime ; a speaker ; reciter ; a performer (of music) ; a composer ; author ; poet ; a money-lender"	"X"
"upadhi"	"45104"	"the act of putting to ; adding ; addition ; the part of the wheel between the nave and the circumference ; fraud ; circumvention ; condition ; peculiarity ; attribute (Buddh.) ; support"	"X"
"abhyavapatti"	"211007"	""	"X"
"parisrava"	"19799"	"flowing ; streaming ; a stream ; gliding down ; Rottleria Tinctoria ; Erguss"	"X"
"yuvarāja"	"64900"	"an heir-apparent associated with the reigning sovereign in the government ; crown prince ; name of Maitreya (the future Buddha) ; name of various authors"	"X"
"daśārdha"	"146495"	"five"	"X"
"pradveṣa"	"140864"	"dislike ; repugnance ; aversion ; hatred ; hostility to"	"X"
"abhūta"	"31258"	"whatever has not been or happened"	"X"
"aślīla"	"60158"	"= a-śrīrṝ ; (especially said of speech) coarse ; vulgar"	"X"
"iṣvāsatama"	"212759"	"an excellent archer"	"X"
"śiśira"	"132825"	"cool ; chilly ; cold ; frigid"	"X"
"bhūmiśaya"	"25504"	"any animal living in the ground or earth ; a wild pigeon ; name of a king"	"X"
"padmayoni"	"15966"	"name of Brahmā ; name of a Buddha ; name of several men"	"X"
"anabhijñeya"	"177094"	"unrecognizable"	"X"
"patāka"	"15511"	"a flag or banner ; a particular position of the hand or the fingers in shooting off an arrow"	"X"
"vārija"	"46403"	"a lotus ; a kind of pot-herb ; cloves ; a kind of salt ; a conch"	"X"
"vedavyāsa"	"143022"	"name of Vyāsa ; name of Bādarāyaṇa ; Viṣṇu in an incarnation as Vyāsa"	"X"
"viśvakṛt"	"139272"	"the architect and artificer of the gods ; Viśvakarman ; name of a son of Gādhi ; [rel.] name of Viṣṇu ; [rel.] name of Śiva ; name of one of the Viśve Devāh"	"X"
"ūrdhvabāhu"	"38520"	"having the arms lifted up ; a kind of ascetic or devotee ; name of several Ṛṣis"	"X"
"vāyubhakṣa"	"46302"	"a snake ; an ascetic ; name of a Muni ; a kind of ascetic"	"X"
"sampūray"	"165449"	"to complete (a number) ; to fill (with noise) ; to fulfil (a desire) ; to make full"	"X"
"bṛhattara"	"177043"	"rather big"	"X"
"pracetas"	"151248"	"name of Varuṇa ; name of a prince (son of Duduha) ; name of a son of Duryāman ; name of a son of Durmada ; name of the 10 sons of Prācīnabarhis by a daughter of Varuṇa (they are the progenitors of Dakṣa) ; name of Prajāpati ; name of a son of Ghṛta ; name of Śiva"	"X"
"jaṭā"	"87335"	"the hair twisted together (as worn by ascetics) ; a fibrous root ; root (in general) ; name of several plants ; Mucuna pruritus ; Flacourtia cataphracta ; name of a Pāṭha or arrangement of the Vedic text (still more artificial than the Krama) ; Nardostachys jatamamsi DC. ; Valeriana jatamamsi Wall."	"X"
"mauli"	"72680"	"crown ; crest ; a tuft or lock of hair left on the crown of the head after tonsure ; a top-knot ; a diadem"	"X"
"saṃnidhāna"	"17824"	"juxtaposition ; nearness ; vicinity ; presence ; presence = existence ; placingdown ; depositing ; a place of deposit ; receptacle ; gathering-place ; rallying-point ; receiving ; taking charge of"	"X"
"vayotiga"	"69003"	"advanced in age ; exceedingly old or decrepit"	"X"
"suṣṭuta"	"98558"	"highly praised or celebrated ; correctly pronounced"	"X"
"padmākṣa"	"169419"	"the sun ; name of a man"	"X"
"vareṇya"	"69317"	"to be wished for ; desirable ; excellent ; best among (gen.) ; ausgew￤hlt"	"X"
"sṛṣṭi"	"99607"	"letting go ; letting loose ; emission ; production ; procreation ; creation ; the creation of the world ; nature ; natural disposition ; distribution of gifts ; a kind of brick ; Gmelina Arborea ; [alchemy]"	"X"
"vaittapālya"	"117070"	"relating to Kubera"	"X"
"svāday"	"160028"	"to taste"	"X"
"sthāsnu"	"102971"	"firm ; stationary ; immovable ; durable ; permanent ; eternal ; patient ; a tree or plant"	"X"
"cariṣṇu"	"164466"	"moving ; locomotive ; unsteady ; wandering about"	"X"
"stoka"	"102473"	"a drop (of water) ; a spark ; the Cātaka bird ; myrrh"	"X"
"aikya"	"39875"	"oneness ; unity ; harmony ; sameness ; identity ; identity of the human soul or of the universe with the Deity ; an aggregate ; sum ; (in math.) the product of the length and depth of excavations differing in depth"	"X"
"sāyujya"	"112930"	"intimate union ; communion with ; identification ; absorption (into the divine Essence) ; likeness ; similarity"	"X"
"bhavitṛ"	"49285"	"being ; what is or ought to become or be ; future ; imminent ; becoming"	"X"
"riṣ"	"158006"	"to receive harm ; to suffer wrong ; to perish ; to injure ; to harm ; to destroy"	"X"
"sammāna"	"103891"	"honour ; respect ; homage"	"X"
"nīlakaṇṭha"	"28615"	"a peacock ; a wagtail ; a sparrow ; the blue-necked jay ; Ardea Sibirica ; a species of plant ; name of Śiva (as having a black throat from swallowing the poison produced at the churning of the ocean) ; a kind of alchemical preparation"	"X"
"viyoni"	"47540"	"the womb of animals ; debased (or \"manifold \") birth (of plants and animals)"	"X"
"lokayātrā"	"66960"	"the business and traffic of men ; worldly affairs ; conduct of men ; ordinary actions ; worldly existence ; career in life ; support of life"	"X"
"aurva"	"326"	"relating to the earth ; of the earth"	"X"
"arcā"	"53053"	"worship ; adoration ; an image or idol (destined to be worshipped)"	"X"
"abhipre"	"158858"	"to go near to ; to approach ; to approach with one's mind ; to think of ; to aim at ; to intend"	"X"
"pratyavahāra"	"140181"	"drawing back ; withdrawal ; dissolution ; re-absorption"	"X"
"upaśuc"	"216429"	"to feel grieve"	"X"
