pa<br>rv	a<br>dhy	stro	text	stro_id	typ
IX	15	9	do zrobienia<br>	IX 15 9	
IX	15	10	do zrobienia<br>	IX 15 10	
IX	15	11	do zrobienia<br>	IX 15 11	
IX	15	12	do zrobienia<br>	IX 15 12	
IX	15	13	do zrobienia<br>	IX 15 13	
IX	15	14	do zrobienia<br>	IX 15 14	
IX	15	15	do zrobienia<br>	IX 15 15	
IX	15	16	do zrobienia<br>	IX 15 16	
IX	15	17	do zrobienia<br>	IX 15 17	
IX	15	18	do zrobienia<br>	IX 15 18	
IX	15	19	do zrobienia<br>	IX 15 19	
IX	15	20	do zrobienia<br>	IX 15 20	
IX	15	21	do zrobienia<br>	IX 15 21	
IX	15	22	do zrobienia<br>	IX 15 22	
IX	15	23	do zrobienia<br>	IX 15 23	
IX	15	24	do zrobienia<br>	IX 15 24	
IX	15	25	do zrobienia<br>	IX 15 25	
IX	15	26	do zrobienia<br>	IX 15 26	
IX	15	27	do zrobienia<br>	IX 15 27	
IX	15	28	do zrobienia<br>	IX 15 28	
IX	15	29	do zrobienia<br>	IX 15 29	
IX	15	30	do zrobienia<br>	IX 15 30	
IX	15	31	do zrobienia<br>	IX 15 31	
IX	15	32	do zrobienia<br>	IX 15 32	
IX	15	33	do zrobienia<br>	IX 15 33	
IX	15	34	do zrobienia<br>	IX 15 34	
IX	15	35	do zrobienia<br>	IX 15 35	
IX	15	36	do zrobienia<br>	IX 15 36	
IX	15	37	do zrobienia<br>	IX 15 37	
IX	15	38	do zrobienia<br>	IX 15 38	
IX	15	39	do zrobienia<br>	IX 15 39	
IX	15	40	do zrobienia<br>	IX 15 40	
IX	15	41	do zrobienia<br>	IX 15 41	
IX	15	42	do zrobienia<br>	IX 15 42	
IX	15	43	do zrobienia<br>	IX 15 43	
IX	15	44	do zrobienia<br>	IX 15 44	
IX	15	45	do zrobienia<br>	IX 15 45	
IX	15	46	do zrobienia<br>	IX 15 46	
IX	15	47	do zrobienia<br>	IX 15 47	
IX	15	48	do zrobienia<br>	IX 15 48	
IX	15	49	do zrobienia<br>	IX 15 49	
IX	15	50	do zrobienia<br>	IX 15 50	
IX	15	51	do zrobienia<br>	IX 15 51	
IX	15	52	do zrobienia<br>	IX 15 52	
IX	15	53	do zrobienia<br>	IX 15 53	
IX	15	54	do zrobienia<br>	IX 15 54	
IX	15	55	do zrobienia<br>	IX 15 55	
IX	15	56	do zrobienia<br>	IX 15 56	
IX	15	57	do zrobienia<br>	IX 15 57	
IX	15	58	do zrobienia<br>	IX 15 58	
IX	15	59	do zrobienia<br>	IX 15 59	
IX	15	60	do zrobienia<br>	IX 15 60	
IX	15	61	do zrobienia<br>	IX 15 61	
IX	15	62	do zrobienia<br>	IX 15 62	
IX	15	63	do zrobienia<br>	IX 15 63	
IX	15	64	do zrobienia<br>	IX 15 64	
IX	15	65	do zrobienia<br>	IX 15 65	
IX	15	66	do zrobienia<br>	IX 15 66	
IX	15	67	do zrobienia<br>	IX 15 67	
IX	16	1	do zrobienia<br>	IX 16 1	
IX	16	2	do zrobienia<br>	IX 16 2	
IX	16	3	do zrobienia<br>	IX 16 3	
IX	16	4	do zrobienia<br>	IX 16 4	
IX	16	5	do zrobienia<br>	IX 16 5	
IX	16	6	do zrobienia<br>	IX 16 6	
IX	16	7	do zrobienia<br>	IX 16 7	
IX	16	8	do zrobienia<br>	IX 16 8	
IX	16	9	do zrobienia<br>	IX 16 9	
IX	16	10	do zrobienia<br>	IX 16 10	
IX	16	11	do zrobienia<br>	IX 16 11	
IX	16	12	do zrobienia<br>	IX 16 12	
IX	16	13	do zrobienia<br>	IX 16 13	
IX	16	14	do zrobienia<br>	IX 16 14	
IX	16	15	do zrobienia<br>	IX 16 15	
IX	16	16	do zrobienia<br>	IX 16 16	
IX	16	17	do zrobienia<br>	IX 16 17	
IX	16	18	do zrobienia<br>	IX 16 18	
IX	16	19	do zrobienia<br>	IX 16 19	
IX	16	20	do zrobienia<br>	IX 16 20	
IX	16	21	do zrobienia<br>	IX 16 21	
IX	16	22	do zrobienia<br>	IX 16 22	
IX	16	23	do zrobienia<br>	IX 16 23	
IX	16	24	do zrobienia<br>	IX 16 24	
IX	16	25	do zrobienia<br>	IX 16 25	
IX	16	26	do zrobienia<br>	IX 16 26	
IX	16	27	do zrobienia<br>	IX 16 27	
IX	16	28	do zrobienia<br>	IX 16 28	
IX	16	29	do zrobienia<br>	IX 16 29	
IX	16	30	do zrobienia<br>	IX 16 30	
IX	16	31	do zrobienia<br>	IX 16 31	
IX	16	32	do zrobienia<br>	IX 16 32	
IX	16	33	do zrobienia<br>	IX 16 33	
IX	16	34	do zrobienia<br>	IX 16 34	
IX	16	35	do zrobienia<br>	IX 16 35	
IX	16	36	do zrobienia<br>	IX 16 36	
IX	16	37	do zrobienia<br>	IX 16 37	
IX	16	38	do zrobienia<br>	IX 16 38	
IX	16	39	do zrobienia<br>	IX 16 39	
IX	16	40	do zrobienia<br>	IX 16 40	
IX	16	41	do zrobienia<br>	IX 16 41	
IX	16	42	do zrobienia<br>	IX 16 42	
IX	16	43	do zrobienia<br>	IX 16 43	
IX	16	44	do zrobienia<br>	IX 16 44	
IX	16	45	do zrobienia<br>	IX 16 45	
IX	16	46	do zrobienia<br>	IX 16 46	
IX	16	47	do zrobienia<br>	IX 16 47	
IX	16	48	do zrobienia<br>	IX 16 48	
IX	16	49	do zrobienia<br>	IX 16 49	
IX	16	50	do zrobienia<br>	IX 16 50	
IX	16	51	do zrobienia<br>	IX 16 51	
IX	16	52	do zrobienia<br>	IX 16 52	
IX	16	53	do zrobienia<br>	IX 16 53	
IX	16	54	do zrobienia<br>	IX 16 54	
IX	16	55	do zrobienia<br>	IX 16 55	
IX	16	56	do zrobienia<br>	IX 16 56	
IX	16	57	do zrobienia<br>	IX 16 57	
IX	16	58	do zrobienia<br>	IX 16 58	
IX	16	59	do zrobienia<br>	IX 16 59	
IX	16	60	do zrobienia<br>	IX 16 60	
IX	16	61	do zrobienia<br>	IX 16 61	
IX	16	62	do zrobienia<br>	IX 16 62	
IX	16	63	do zrobienia<br>	IX 16 63	
IX	16	64	do zrobienia<br>	IX 16 64	
IX	16	65	do zrobienia<br>	IX 16 65	
IX	16	66	do zrobienia<br>	IX 16 66	
IX	16	67	do zrobienia<br>	IX 16 67	
IX	16	68	do zrobienia<br>	IX 16 68	
IX	16	69	do zrobienia<br>	IX 16 69	
IX	16	70	do zrobienia<br>	IX 16 70	
IX	16	71	do zrobienia<br>	IX 16 71	
IX	16	72	do zrobienia<br>	IX 16 72	
IX	16	73	do zrobienia<br>	IX 16 73	
IX	16	74	do zrobienia<br>	IX 16 74	
IX	16	75	do zrobienia<br>	IX 16 75	
IX	16	76	do zrobienia<br>	IX 16 76	
IX	16	77	do zrobienia<br>	IX 16 77	
IX	16	78	do zrobienia<br>	IX 16 78	
IX	16	79	do zrobienia<br>	IX 16 79	
IX	16	80	do zrobienia<br>	IX 16 80	
IX	16	81	do zrobienia<br>	IX 16 81	
IX	16	82	do zrobienia<br>	IX 16 82	
IX	16	83	do zrobienia<br>	IX 16 83	
IX	16	84	do zrobienia<br>	IX 16 84	
IX	16	85	do zrobienia<br>	IX 16 85	
IX	16	86	do zrobienia<br>	IX 16 86	
IX	16	87	do zrobienia<br>	IX 16 87	
IX	17	1	do zrobienia<br>	IX 17 1	
IX	17	2	do zrobienia<br>	IX 17 2	
IX	17	3	do zrobienia<br>	IX 17 3	
IX	17	4	do zrobienia<br>	IX 17 4	
IX	17	5	do zrobienia<br>	IX 17 5	
IX	17	6	do zrobienia<br>	IX 17 6	
IX	17	7	do zrobienia<br>	IX 17 7	
IX	17	8	do zrobienia<br>	IX 17 8	
IX	17	9	do zrobienia<br>	IX 17 9	
IX	17	10	do zrobienia<br>	IX 17 10	
IX	17	11	do zrobienia<br>	IX 17 11	
IX	17	12	do zrobienia<br>	IX 17 12	
IX	17	13	do zrobienia<br>	IX 17 13	
IX	17	14	do zrobienia<br>	IX 17 14	
IX	17	15	do zrobienia<br>	IX 17 15	
IX	17	16	do zrobienia<br>	IX 17 16	
IX	17	17	do zrobienia<br>	IX 17 17	
IX	17	18	do zrobienia<br>	IX 17 18	
IX	17	19	do zrobienia<br>	IX 17 19	
IX	17	20	do zrobienia<br>	IX 17 20	
IX	17	21	do zrobienia<br>	IX 17 21	
IX	17	22	do zrobienia<br>	IX 17 22	
IX	17	23	do zrobienia<br>	IX 17 23	
IX	17	24	do zrobienia<br>	IX 17 24	
IX	17	25	do zrobienia<br>	IX 17 25	
IX	17	26	do zrobienia<br>	IX 17 26	
IX	17	27	do zrobienia<br>	IX 17 27	
IX	17	28	do zrobienia<br>	IX 17 28	
IX	17	29	do zrobienia<br>	IX 17 29	
IX	17	30	do zrobienia<br>	IX 17 30	
IX	17	31	do zrobienia<br>	IX 17 31	
IX	17	32	do zrobienia<br>	IX 17 32	
IX	17	33	do zrobienia<br>	IX 17 33	
IX	17	34	do zrobienia<br>	IX 17 34	
IX	17	35	do zrobienia<br>	IX 17 35	
IX	17	36	do zrobienia<br>	IX 17 36	
IX	17	37	do zrobienia<br>	IX 17 37	
IX	17	38	do zrobienia<br>	IX 17 38	
IX	17	39	do zrobienia<br>	IX 17 39	
IX	18	1	do zrobienia<br>	IX 18 1	
IX	18	2	do zrobienia<br>	IX 18 2	
IX	18	3	do zrobienia<br>	IX 18 3	
IX	18	4	do zrobienia<br>	IX 18 4	
IX	18	5	do zrobienia<br>	IX 18 5	
IX	18	6	do zrobienia<br>	IX 18 6	
IX	18	7	do zrobienia<br>	IX 18 7	
IX	18	8	do zrobienia<br>	IX 18 8	
IX	18	9	do zrobienia<br>	IX 18 9	
IX	18	10	do zrobienia<br>	IX 18 10	
IX	18	11	do zrobienia<br>	IX 18 11	
IX	18	12	do zrobienia<br>	IX 18 12	
IX	18	13	do zrobienia<br>	IX 18 13	
IX	18	14	do zrobienia<br>	IX 18 14	
IX	18	15	do zrobienia<br>	IX 18 15	
IX	18	16	do zrobienia<br>	IX 18 16	
IX	18	17	do zrobienia<br>	IX 18 17	
IX	18	18	do zrobienia<br>	IX 18 18	
IX	18	19	do zrobienia<br>	IX 18 19	
IX	18	20	do zrobienia<br>	IX 18 20	
IX	18	21	do zrobienia<br>	IX 18 21	
IX	18	22	do zrobienia<br>	IX 18 22	
IX	18	23	do zrobienia<br>	IX 18 23	
IX	18	24	do zrobienia<br>	IX 18 24	
IX	18	25	do zrobienia<br>	IX 18 25	
IX	18	26	do zrobienia<br>	IX 18 26	
IX	18	27	do zrobienia<br>	IX 18 27	
IX	18	28	do zrobienia<br>	IX 18 28	
IX	18	29	do zrobienia<br>	IX 18 29	
IX	18	30	do zrobienia<br>	IX 18 30	
IX	18	31	do zrobienia<br>	IX 18 31	
IX	18	32	do zrobienia<br>	IX 18 32	
IX	18	33	do zrobienia<br>	IX 18 33	
IX	18	34	do zrobienia<br>	IX 18 34	
IX	18	35	do zrobienia<br>	IX 18 35	
IX	18	36	do zrobienia<br>	IX 18 36	
IX	18	37	do zrobienia<br>	IX 18 37	
IX	18	38	do zrobienia<br>	IX 18 38	
IX	18	39	do zrobienia<br>	IX 18 39	
IX	18	40	do zrobienia<br>	IX 18 40	
IX	18	41	do zrobienia<br>	IX 18 41	
IX	18	42	do zrobienia<br>	IX 18 42	
IX	18	43	do zrobienia<br>	IX 18 43	
IX	18	44	do zrobienia<br>	IX 18 44	
IX	18	45	do zrobienia<br>	IX 18 45	
IX	18	46	do zrobienia<br>	IX 18 46	
IX	18	47	do zrobienia<br>	IX 18 47	
IX	18	48	do zrobienia<br>	IX 18 48	
IX	18	49	do zrobienia<br>	IX 18 49	
IX	18	50	do zrobienia<br>	IX 18 50	
IX	18	51	do zrobienia<br>	IX 18 51	
IX	18	52	do zrobienia<br>	IX 18 52	
IX	18	53	do zrobienia<br>	IX 18 53	
IX	18	54	do zrobienia<br>	IX 18 54	
IX	18	55	do zrobienia<br>	IX 18 55	
IX	18	56	do zrobienia<br>	IX 18 56	
IX	18	57	do zrobienia<br>	IX 18 57	
IX	18	58	do zrobienia<br>	IX 18 58	
IX	18	59	do zrobienia<br>	IX 18 59	
IX	18	60	do zrobienia<br>	IX 18 60	
IX	18	61	do zrobienia<br>	IX 18 61	
IX	18	62	do zrobienia<br>	IX 18 62	
IX	18	63	do zrobienia<br>	IX 18 63	
IX	18	64	do zrobienia<br>	IX 18 64	
IX	18	65	do zrobienia<br>	IX 18 65	
IX	19	1	do zrobienia<br>	IX 19 1	
IX	19	2	do zrobienia<br>	IX 19 2	
IX	19	3	do zrobienia<br>	IX 19 3	
IX	19	4	do zrobienia<br>	IX 19 4	
IX	19	5	do zrobienia<br>	IX 19 5	
IX	19	6	do zrobienia<br>	IX 19 6	
IX	19	7	do zrobienia<br>	IX 19 7	
IX	19	8	do zrobienia<br>	IX 19 8	
IX	19	9	do zrobienia<br>	IX 19 9	
IX	19	10	do zrobienia<br>	IX 19 10	
IX	19	11	do zrobienia<br>	IX 19 11	
IX	19	12	do zrobienia<br>	IX 19 12	
IX	19	13	do zrobienia<br>	IX 19 13	
IX	19	14	do zrobienia<br>	IX 19 14	
IX	19	15	do zrobienia<br>	IX 19 15	
IX	19	16	do zrobienia<br>	IX 19 16	
IX	19	17	do zrobienia<br>	IX 19 17	
IX	19	18	do zrobienia<br>	IX 19 18	
IX	19	19	do zrobienia<br>	IX 19 19	
IX	19	20	do zrobienia<br>	IX 19 20	
IX	19	21	do zrobienia<br>	IX 19 21	
IX	19	22	do zrobienia<br>	IX 19 22	
IX	19	23	do zrobienia<br>	IX 19 23	
IX	19	24	do zrobienia<br>	IX 19 24	
IX	19	25	do zrobienia<br>	IX 19 25	
IX	19	26	do zrobienia<br>	IX 19 26	
IX	20	1	do zrobienia<br>	IX 20 1	
IX	20	2	do zrobienia<br>	IX 20 2	
IX	20	3	do zrobienia<br>	IX 20 3	
IX	20	4	do zrobienia<br>	IX 20 4	
IX	20	5	do zrobienia<br>	IX 20 5	
IX	20	6	do zrobienia<br>	IX 20 6	
IX	20	7	do zrobienia<br>	IX 20 7	
IX	20	8	do zrobienia<br>	IX 20 8	
IX	20	9	do zrobienia<br>	IX 20 9	
IX	20	10	do zrobienia<br>	IX 20 10	
IX	20	11	do zrobienia<br>	IX 20 11	
IX	20	12	do zrobienia<br>	IX 20 12	
IX	20	13	do zrobienia<br>	IX 20 13	
IX	20	14	do zrobienia<br>	IX 20 14	
IX	20	15	do zrobienia<br>	IX 20 15	
IX	20	16	do zrobienia<br>	IX 20 16	
IX	20	17	do zrobienia<br>	IX 20 17	
IX	20	18	do zrobienia<br>	IX 20 18	
IX	20	19	do zrobienia<br>	IX 20 19	
IX	20	20	do zrobienia<br>	IX 20 20	
IX	20	21	do zrobienia<br>	IX 20 21	
IX	20	22	do zrobienia<br>	IX 20 22	
IX	20	23	do zrobienia<br>	IX 20 23	
IX	20	24	do zrobienia<br>	IX 20 24	
IX	20	25	do zrobienia<br>	IX 20 25	
IX	20	26	do zrobienia<br>	IX 20 26	
IX	20	27	do zrobienia<br>	IX 20 27	
IX	20	28	do zrobienia<br>	IX 20 28	
IX	20	29	do zrobienia<br>	IX 20 29	
IX	20	30	do zrobienia<br>	IX 20 30	
IX	20	31	do zrobienia<br>	IX 20 31	
IX	20	32	do zrobienia<br>	IX 20 32	
IX	20	33	do zrobienia<br>	IX 20 33	
IX	20	34	do zrobienia<br>	IX 20 34	
IX	20	35	do zrobienia<br>	IX 20 35	
IX	20	36	do zrobienia<br>	IX 20 36	
IX	21	1	do zrobienia<br>	IX 21 1	
IX	21	2	do zrobienia<br>	IX 21 2	
IX	21	3	do zrobienia<br>	IX 21 3	
IX	21	4	do zrobienia<br>	IX 21 4	
IX	21	5	do zrobienia<br>	IX 21 5	
IX	21	6	do zrobienia<br>	IX 21 6	
IX	21	7	do zrobienia<br>	IX 21 7	
IX	21	8	do zrobienia<br>	IX 21 8	
IX	21	9	do zrobienia<br>	IX 21 9	
IX	21	10	do zrobienia<br>	IX 21 10	
IX	21	11	do zrobienia<br>	IX 21 11	
IX	21	12	do zrobienia<br>	IX 21 12	
IX	21	13	do zrobienia<br>	IX 21 13	
IX	21	14	do zrobienia<br>	IX 21 14	
IX	21	15	do zrobienia<br>	IX 21 15	
IX	21	16	do zrobienia<br>	IX 21 16	
IX	21	17	do zrobienia<br>	IX 21 17	
IX	21	18	do zrobienia<br>	IX 21 18	
IX	21	19	do zrobienia<br>	IX 21 19	
IX	21	20	do zrobienia<br>	IX 21 20	
IX	21	21	do zrobienia<br>	IX 21 21	
IX	21	22	do zrobienia<br>	IX 21 22	
IX	21	23	do zrobienia<br>	IX 21 23	
IX	21	24	do zrobienia<br>	IX 21 24	
IX	21	25	do zrobienia<br>	IX 21 25	
IX	21	26	do zrobienia<br>	IX 21 26	
IX	21	27	do zrobienia<br>	IX 21 27	
IX	21	28	do zrobienia<br>	IX 21 28	
IX	21	29	do zrobienia<br>	IX 21 29	
IX	21	30	do zrobienia<br>	IX 21 30	
IX	21	31	do zrobienia<br>	IX 21 31	
IX	21	32	do zrobienia<br>	IX 21 32	
IX	21	33	do zrobienia<br>	IX 21 33	
IX	21	34	do zrobienia<br>	IX 21 34	
IX	21	35	do zrobienia<br>	IX 21 35	
IX	21	36	do zrobienia<br>	IX 21 36	
IX	21	37	do zrobienia<br>	IX 21 37	
IX	21	38	do zrobienia<br>	IX 21 38	
IX	21	39	do zrobienia<br>	IX 21 39	
IX	21	40	do zrobienia<br>	IX 21 40	
IX	21	41	do zrobienia<br>	IX 21 41	
IX	21	42	do zrobienia<br>	IX 21 42	
IX	21	43	do zrobienia<br>	IX 21 43	
IX	21	44	do zrobienia<br>	IX 21 44	
IX	22	1	do zrobienia<br>	IX 22 1	
IX	22	2	do zrobienia<br>	IX 22 2	
IX	22	3	do zrobienia<br>	IX 22 3	
IX	22	4	do zrobienia<br>	IX 22 4	
IX	22	5	do zrobienia<br>	IX 22 5	
IX	22	6	do zrobienia<br>	IX 22 6	
IX	22	7	do zrobienia<br>	IX 22 7	
IX	22	8	do zrobienia<br>	IX 22 8	
IX	22	9	do zrobienia<br>	IX 22 9	
IX	22	10	do zrobienia<br>	IX 22 10	
IX	22	11	do zrobienia<br>	IX 22 11	
IX	22	12	do zrobienia<br>	IX 22 12	
IX	22	13	do zrobienia<br>	IX 22 13	
IX	22	14	do zrobienia<br>	IX 22 14	
IX	22	15	do zrobienia<br>	IX 22 15	
IX	22	16	do zrobienia<br>	IX 22 16	
IX	22	17	do zrobienia<br>	IX 22 17	
IX	22	18	do zrobienia<br>	IX 22 18	
IX	22	19	do zrobienia<br>	IX 22 19	
IX	22	20	do zrobienia<br>	IX 22 20	
IX	22	21	do zrobienia<br>	IX 22 21	
IX	22	22	do zrobienia<br>	IX 22 22	
IX	22	23	do zrobienia<br>	IX 22 23	
IX	22	24	do zrobienia<br>	IX 22 24	
IX	22	25	do zrobienia<br>	IX 22 25	
IX	22	26	do zrobienia<br>	IX 22 26	
IX	22	27	do zrobienia<br>	IX 22 27	
IX	22	28	do zrobienia<br>	IX 22 28	
IX	22	29	do zrobienia<br>	IX 22 29	
IX	22	30	do zrobienia<br>	IX 22 30	
IX	22	31	do zrobienia<br>	IX 22 31	
IX	22	32	do zrobienia<br>	IX 22 32	
IX	22	33	do zrobienia<br>	IX 22 33	
IX	22	34	do zrobienia<br>	IX 22 34	
IX	22	35	do zrobienia<br>	IX 22 35	
IX	22	36	do zrobienia<br>	IX 22 36	
IX	22	37	do zrobienia<br>	IX 22 37	
IX	22	38	do zrobienia<br>	IX 22 38	
IX	22	39	do zrobienia<br>	IX 22 39	
IX	22	40	do zrobienia<br>	IX 22 40	
IX	22	41	do zrobienia<br>	IX 22 41	
IX	22	42	do zrobienia<br>	IX 22 42	
IX	22	43	do zrobienia<br>	IX 22 43	
IX	22	44	do zrobienia<br>	IX 22 44	
IX	22	45	do zrobienia<br>	IX 22 45	
IX	22	46	do zrobienia<br>	IX 22 46	
IX	22	47	do zrobienia<br>	IX 22 47	
IX	22	48	do zrobienia<br>	IX 22 48	
IX	22	49	do zrobienia<br>	IX 22 49	
IX	22	50	do zrobienia<br>	IX 22 50	
IX	22	51	do zrobienia<br>	IX 22 51	
IX	22	52	do zrobienia<br>	IX 22 52	
IX	22	53	do zrobienia<br>	IX 22 53	
IX	22	54	do zrobienia<br>	IX 22 54	
IX	22	55	do zrobienia<br>	IX 22 55	
IX	22	56	do zrobienia<br>	IX 22 56	
IX	22	57	do zrobienia<br>	IX 22 57	
IX	22	58	do zrobienia<br>	IX 22 58	
IX	22	59	do zrobienia<br>	IX 22 59	
IX	22	60	do zrobienia<br>	IX 22 60	
IX	22	61	do zrobienia<br>	IX 22 61	
IX	22	62	do zrobienia<br>	IX 22 62	
IX	22	63	do zrobienia<br>	IX 22 63	
IX	22	64	do zrobienia<br>	IX 22 64	
IX	22	65	do zrobienia<br>	IX 22 65	
IX	22	66	do zrobienia<br>	IX 22 66	
IX	22	67	do zrobienia<br>	IX 22 67	
IX	22	68	do zrobienia<br>	IX 22 68	
IX	22	69	do zrobienia<br>	IX 22 69	
IX	22	70	do zrobienia<br>	IX 22 70	
IX	22	71	do zrobienia<br>	IX 22 71	
IX	22	72	do zrobienia<br>	IX 22 72	
IX	22	73	do zrobienia<br>	IX 22 73	
IX	22	74	do zrobienia<br>	IX 22 74	
IX	22	75	do zrobienia<br>	IX 22 75	
IX	22	76	do zrobienia<br>	IX 22 76	
IX	22	77	do zrobienia<br>	IX 22 77	
IX	22	78	do zrobienia<br>	IX 22 78	
IX	22	79	do zrobienia<br>	IX 22 79	
IX	22	80	do zrobienia<br>	IX 22 80	
IX	22	81	do zrobienia<br>	IX 22 81	
IX	22	82	do zrobienia<br>	IX 22 82	
IX	22	83	do zrobienia<br>	IX 22 83	
IX	22	84	do zrobienia<br>	IX 22 84	
IX	22	85	do zrobienia<br>	IX 22 85	
IX	22	86	do zrobienia<br>	IX 22 86	
IX	22	87	do zrobienia<br>	IX 22 87	
IX	22	88	do zrobienia<br>	IX 22 88	
IX	23	1	do zrobienia<br>	IX 23 1	
IX	23	2	do zrobienia<br>	IX 23 2	
IX	23	3	do zrobienia<br>	IX 23 3	
IX	23	4	do zrobienia<br>	IX 23 4	
IX	23	5	do zrobienia<br>	IX 23 5	
IX	23	6	do zrobienia<br>	IX 23 6	
IX	23	7	do zrobienia<br>	IX 23 7	
IX	23	8	do zrobienia<br>	IX 23 8	
IX	23	9	do zrobienia<br>	IX 23 9	
IX	23	10	do zrobienia<br>	IX 23 10	
IX	23	11	do zrobienia<br>	IX 23 11	
IX	23	12	do zrobienia<br>	IX 23 12	
IX	23	13	do zrobienia<br>	IX 23 13	
IX	23	14	do zrobienia<br>	IX 23 14	
IX	23	15	do zrobienia<br>	IX 23 15	
IX	23	16	do zrobienia<br>	IX 23 16	
IX	23	17	do zrobienia<br>	IX 23 17	
IX	23	18	do zrobienia<br>	IX 23 18	
IX	23	19	do zrobienia<br>	IX 23 19	
IX	23	20	do zrobienia<br>	IX 23 20	
IX	23	21	do zrobienia<br>	IX 23 21	
IX	23	22	do zrobienia<br>	IX 23 22	
IX	23	23	do zrobienia<br>	IX 23 23	
IX	23	24	do zrobienia<br>	IX 23 24	
IX	23	25	do zrobienia<br>	IX 23 25	
IX	23	26	do zrobienia<br>	IX 23 26	
IX	23	27	do zrobienia<br>	IX 23 27	
IX	23	28	do zrobienia<br>	IX 23 28	
IX	23	29	do zrobienia<br>	IX 23 29	
IX	23	30	do zrobienia<br>	IX 23 30	
IX	23	31	do zrobienia<br>	IX 23 31	
IX	23	32	do zrobienia<br>	IX 23 32	
IX	23	33	do zrobienia<br>	IX 23 33	
IX	23	34	do zrobienia<br>	IX 23 34	
IX	23	35	do zrobienia<br>	IX 23 35	
IX	23	36	do zrobienia<br>	IX 23 36	
IX	23	37	do zrobienia<br>	IX 23 37	
IX	23	38	do zrobienia<br>	IX 23 38	
IX	23	39	do zrobienia<br>	IX 23 39	
IX	23	40	do zrobienia<br>	IX 23 40	
IX	23	41	do zrobienia<br>	IX 23 41	
IX	23	42	do zrobienia<br>	IX 23 42	
IX	23	43	do zrobienia<br>	IX 23 43	
IX	23	44	do zrobienia<br>	IX 23 44	
IX	23	45	do zrobienia<br>	IX 23 45	
IX	23	46	do zrobienia<br>	IX 23 46	
IX	23	47	do zrobienia<br>	IX 23 47	
IX	23	48	do zrobienia<br>	IX 23 48	
IX	23	49	do zrobienia<br>	IX 23 49	
IX	23	50	do zrobienia<br>	IX 23 50	
IX	23	51	do zrobienia<br>	IX 23 51	
IX	23	52	do zrobienia<br>	IX 23 52	
IX	23	53	do zrobienia<br>	IX 23 53	
IX	23	54	do zrobienia<br>	IX 23 54	
IX	23	55	do zrobienia<br>	IX 23 55	
IX	23	56	do zrobienia<br>	IX 23 56	
IX	23	57	do zrobienia<br>	IX 23 57	
IX	23	58	do zrobienia<br>	IX 23 58	
IX	23	59	do zrobienia<br>	IX 23 59	
IX	23	60	do zrobienia<br>	IX 23 60	
IX	23	61	do zrobienia<br>	IX 23 61	
IX	23	62	do zrobienia<br>	IX 23 62	
IX	23	63	do zrobienia<br>	IX 23 63	
IX	23	64	do zrobienia<br>	IX 23 64	
IX	24	1	do zrobienia<br>	IX 24 1	
IX	24	2	do zrobienia<br>	IX 24 2	
IX	24	3	do zrobienia<br>	IX 24 3	
IX	24	4	do zrobienia<br>	IX 24 4	
IX	24	5	do zrobienia<br>	IX 24 5	
IX	24	6	do zrobienia<br>	IX 24 6	
IX	24	7	do zrobienia<br>	IX 24 7	
IX	24	8	do zrobienia<br>	IX 24 8	
IX	24	9	do zrobienia<br>	IX 24 9	
IX	24	10	do zrobienia<br>	IX 24 10	
IX	24	11	do zrobienia<br>	IX 24 11	
IX	24	12	do zrobienia<br>	IX 24 12	
IX	24	13	do zrobienia<br>	IX 24 13	
IX	24	14	do zrobienia<br>	IX 24 14	
IX	24	15	do zrobienia<br>	IX 24 15	
IX	24	16	do zrobienia<br>	IX 24 16	
IX	24	17	do zrobienia<br>	IX 24 17	
IX	24	18	do zrobienia<br>	IX 24 18	
IX	24	19	do zrobienia<br>	IX 24 19	
IX	24	20	do zrobienia<br>	IX 24 20	
IX	24	21	do zrobienia<br>	IX 24 21	
IX	24	22	do zrobienia<br>	IX 24 22	
IX	24	23	do zrobienia<br>	IX 24 23	
IX	24	24	do zrobienia<br>	IX 24 24	
IX	24	25	do zrobienia<br>	IX 24 25	
IX	24	26	do zrobienia<br>	IX 24 26	
IX	24	27	do zrobienia<br>	IX 24 27	
IX	24	28	do zrobienia<br>	IX 24 28	
IX	24	29	do zrobienia<br>	IX 24 29	
IX	24	30	do zrobienia<br>	IX 24 30	
IX	24	31	do zrobienia<br>	IX 24 31	
IX	24	32	do zrobienia<br>	IX 24 32	
IX	24	33	do zrobienia<br>	IX 24 33	
IX	24	34	do zrobienia<br>	IX 24 34	
IX	24	35	do zrobienia<br>	IX 24 35	
IX	24	36	do zrobienia<br>	IX 24 36	
IX	24	37	do zrobienia<br>	IX 24 37	
IX	24	38	do zrobienia<br>	IX 24 38	
IX	24	39	do zrobienia<br>	IX 24 39	
IX	24	40	do zrobienia<br>	IX 24 40	
IX	24	41	do zrobienia<br>	IX 24 41	
IX	24	42	do zrobienia<br>	IX 24 42	
IX	24	43	do zrobienia<br>	IX 24 43	
IX	24	44	do zrobienia<br>	IX 24 44	
IX	24	45	do zrobienia<br>	IX 24 45	
IX	24	46	do zrobienia<br>	IX 24 46	
IX	24	47	do zrobienia<br>	IX 24 47	
IX	24	48	do zrobienia<br>	IX 24 48	
IX	24	49	do zrobienia<br>	IX 24 49	
IX	24	50	do zrobienia<br>	IX 24 50	
